"Country or Area","Year","Area","Sex","Age","Marital status","Record Type","Reliability","Source Year","Value","Value Footnotes"
"China","2000","Urban","Female","60 - 64","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","137872",""
"China","2000","Urban","Female","60 - 64","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","4446",""
"China","2000","Urban","Female","65 +","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1518769",""
"China","2000","Urban","Female","65 +","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","4562",""
"China","2000","Urban","Female","65 +","Married","Census - de jure - sample tabulation","Final figure, complete","2002","752465",""
"China","2000","Urban","Female","65 +","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","43385",""
"China","2000","Urban","Female","65 +","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","711170",""
"China","2000","Urban","Female","65 +","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","7187",""
"China","2000","Rural","Male","15 - 19","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2950585",""
"China","2000","Rural","Male","15 - 19","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","2938988",""
"China","2000","Rural","Male","15 - 19","Married","Census - de jure - sample tabulation","Final figure, complete","2002","11332",""
"China","2000","Rural","Male","15 - 19","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","40",""
"China","2000","Rural","Male","15 - 19","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","25",""
"China","2000","Rural","Male","15 - 19","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","200",""
"China","2000","Rural","Male","15 +","Total","Census - de jure - sample tabulation","Final figure, complete","2002","28158287",""
"China","2000","Rural","Male","15 +","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","6452893",""
"China","2000","Rural","Male","15 +","Married","Census - de jure - sample tabulation","Final figure, complete","2002","19683946",""
"China","2000","Rural","Male","15 +","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","512383",""
"China","2000","Rural","Male","15 +","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","1214455",""
"China","2000","Rural","Male","15 +","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","294610",""
"China","2000","Rural","Male","20 - 24","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2388387",""
"China","2000","Rural","Male","20 - 24","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","1761214",""
"China","2000","Rural","Male","20 - 24","Married","Census - de jure - sample tabulation","Final figure, complete","2002","616691",""
"China","2000","Rural","Male","20 - 24","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","3324",""
"China","2000","Rural","Male","20 - 24","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","1009",""
"China","2000","Rural","Male","20 - 24","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","6149",""
"China","2000","Rural","Male","25 - 29","Total","Census - de jure - sample tabulation","Final figure, complete","2002","3156877",""
"China","2000","Rural","Male","25 - 29","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","690723",""
"China","2000","Rural","Male","25 - 29","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2404348",""
"China","2000","Rural","Male","25 - 29","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","23719",""
"China","2000","Rural","Male","25 - 29","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","7156",""
"China","2000","Rural","Male","25 - 29","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","30931",""
"China","2000","Rural","Male","30 - 34","Total","Census - de jure - sample tabulation","Final figure, complete","2002","3653832",""
"China","2000","Rural","Male","30 - 34","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","285829",""
"China","2000","Rural","Male","30 - 34","Married","Census - de jure - sample tabulation","Final figure, complete","2002","3246907",""
"China","2000","Rural","Male","30 - 34","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","51027",""
"China","2000","Rural","Male","30 - 34","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","18834",""
"China","2000","Rural","Male","30 - 34","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","51235",""
"China","2000","Rural","Male","35 - 39","Total","Census - de jure - sample tabulation","Final figure, complete","2002","3107885",""
"China","2000","Rural","Male","35 - 39","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","155036",""
"China","2000","Rural","Male","35 - 39","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2824480",""
"China","2000","Rural","Male","35 - 39","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","56124",""
"China","2000","Rural","Male","35 - 39","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","26509",""
"China","2000","Rural","Male","35 - 39","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","45736",""
"China","2000","Rural","Male","40 - 44","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2387626",""
"China","2000","Rural","Male","40 - 44","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","120982",""
"China","2000","Rural","Male","40 - 44","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2146595",""
"China","2000","Rural","Male","40 - 44","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","49656",""
"China","2000","Rural","Male","40 - 44","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","35461",""
"China","2000","Rural","Male","40 - 44","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","34932",""
"China","2000","Rural","Male","45 - 49","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2711936",""
"China","2000","Rural","Male","45 - 49","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","141095",""
"China","2000","Rural","Male","45 - 49","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2408362",""
"China","2000","Rural","Male","45 - 49","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","61114",""
"China","2000","Rural","Male","45 - 49","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","65008",""
"China","2000","Rural","Male","45 - 49","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","36357",""
"China","2000","Rural","Male","50 - 54","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2097946",""
"China","2000","Rural","Male","50 - 54","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","109372",""
"China","2000","Rural","Male","50 - 54","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1822017",""
"China","2000","Rural","Male","50 - 54","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","54253",""
"China","2000","Rural","Male","50 - 54","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","84796",""
"China","2000","Rural","Male","50 - 54","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","27508",""
"China","2000","Rural","Male","55 - 59","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1577730",""
"China","2000","Rural","Male","55 - 59","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","85433",""
"China","2000","Rural","Male","55 - 59","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1324349",""
"China","2000","Rural","Male","55 - 59","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","45642",""
"China","2000","Rural","Male","55 - 59","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","102508",""
"China","2000","Rural","Male","55 - 59","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","19798",""
"China","2000","Rural","Male","60 - 64","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1396201",""
"China","2000","Rural","Male","60 - 64","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","72309",""
"China","2000","Rural","Male","60 - 64","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1107269",""
"China","2000","Rural","Male","60 - 64","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","50042",""
"China","2000","Rural","Male","60 - 64","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","150114",""
"China","2000","Rural","Male","60 - 64","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","16467",""
"China","2000","Rural","Male","65 +","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2729282",""
"China","2000","Rural","Male","65 +","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","91912",""
"China","2000","Rural","Male","65 +","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1771596",""
"China","2000","Rural","Male","65 +","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","117442",""
"China","2000","Rural","Male","65 +","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","723035",""
"China","2000","Rural","Male","65 +","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","25297",""
"China","2000","Rural","Female","15 - 19","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2619676",""
"China","2000","Rural","Female","15 - 19","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","2573547",""
"China","2000","Rural","Female","15 - 19","Married","Census - de jure - sample tabulation","Final figure, complete","2002","44751",""
"China","2000","Rural","Female","15 - 19","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","347",""
"China","2000","Rural","Female","15 - 19","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","79",""
"China","2000","Rural","Female","15 - 19","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","952",""
"China","2000","Rural","Female","15 +","Total","Census - de jure - sample tabulation","Final figure, complete","2002","27201708",""
"China","2000","Rural","Female","15 +","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","3936347",""
"China","2000","Rural","Female","15 +","Married","Census - de jure - sample tabulation","Final figure, complete","2002","20121672",""
"China","2000","Rural","Female","15 +","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","681075",""
"China","2000","Rural","Female","15 +","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","2377857",""
"China","2000","Rural","Female","15 +","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","84757",""
"China","2000","Rural","Female","20 - 24","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2319817",""
"China","2000","Rural","Female","20 - 24","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","1135962",""
"China","2000","Rural","Female","20 - 24","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1165466",""
"China","2000","Rural","Female","20 - 24","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","9306",""
"China","2000","Rural","Female","20 - 24","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","1702",""
"China","2000","Rural","Female","20 - 24","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","7381",""
"China","2000","Rural","Female","25 - 29","Total","Census - de jure - sample tabulation","Final figure, complete","2002","3067324",""
"China","2000","Rural","Female","25 - 29","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","174164",""
"China","2000","Rural","Female","25 - 29","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2828202",""
"China","2000","Rural","Female","25 - 29","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","42777",""
"China","2000","Rural","Female","25 - 29","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","7041",""
"China","2000","Rural","Female","25 - 29","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","15140",""
"China","2000","Rural","Female","30 - 34","Total","Census - de jure - sample tabulation","Final figure, complete","2002","3597372",""
"China","2000","Rural","Female","30 - 34","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","26346",""
"China","2000","Rural","Female","30 - 34","Married","Census - de jure - sample tabulation","Final figure, complete","2002","3456442",""
"China","2000","Rural","Female","30 - 34","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","83174",""
"China","2000","Rural","Female","30 - 34","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","16697",""
"China","2000","Rural","Female","30 - 34","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","14713",""
"China","2000","Rural","Female","35 - 39","Total","Census - de jure - sample tabulation","Final figure, complete","2002","3076674",""
"China","2000","Rural","Female","35 - 39","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","8189",""
"China","2000","Rural","Female","35 - 39","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2940589",""
"China","2000","Rural","Female","35 - 39","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","89221",""
"China","2000","Rural","Female","35 - 39","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","27481",""
"China","2000","Rural","Female","35 - 39","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","11194",""
"China","2000","Rural","Female","40 - 44","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2258967",""
"China","2000","Rural","Female","40 - 44","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","3076",""
"China","2000","Rural","Female","40 - 44","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2131345",""
"China","2000","Rural","Female","40 - 44","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","76673",""
"China","2000","Rural","Female","40 - 44","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","41030",""
"China","2000","Rural","Female","40 - 44","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","6843",""
"China","2000","Rural","Female","45 - 49","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2584252",""
"China","2000","Rural","Female","45 - 49","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","2704",""
"China","2000","Rural","Female","45 - 49","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2394518",""
"China","2000","Rural","Female","45 - 49","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","93177",""
"China","2000","Rural","Female","45 - 49","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","86427",""
"China","2000","Rural","Female","45 - 49","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","7426",""
"China","2000","Rural","Female","50 - 54","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1941269",""
"China","2000","Rural","Female","50 - 54","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","2462",""
"China","2000","Rural","Female","50 - 54","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1724250",""
"China","2000","Rural","Female","50 - 54","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","77119",""
"China","2000","Rural","Female","50 - 54","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","131894",""
"China","2000","Rural","Female","50 - 54","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","5544",""
"China","2000","Rural","Female","55 - 59","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1422778",""
"China","2000","Rural","Female","55 - 59","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","1984",""
"China","2000","Rural","Female","55 - 59","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1180769",""
"China","2000","Rural","Female","55 - 59","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","56437",""
"China","2000","Rural","Female","55 - 59","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","179895",""
"China","2000","Rural","Female","55 - 59","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","3693",""
"China","2000","Rural","Female","60 - 64","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1240373",""
"China","2000","Rural","Female","60 - 64","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","1826",""
"China","2000","Rural","Female","60 - 64","Married","Census - de jure - sample tabulation","Final figure, complete","2002","906251",""
"China","2000","Rural","Female","60 - 64","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","51504",""
"China","2000","Rural","Female","60 - 64","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","277714",""
"China","2000","Rural","Female","60 - 64","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","3078",""
"China","2000","Rural","Female","65 +","Total","Census - de jure - sample tabulation","Final figure, complete","2002","3073206",""
"China","2000","Rural","Female","65 +","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","6087",""
"China","2000","Rural","Female","65 +","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1349089",""
"China","2000","Rural","Female","65 +","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","101340",""
"China","2000","Rural","Female","65 +","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","1607897",""
"China","2000","Rural","Female","65 +","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","8793",""
"China","1990","Total","Male","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","1993","61650589","3,4"
"China","1990","Total","Male","15 - 19","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","60540883","3,4"
"China","1990","Total","Male","15 - 19","Married","Census - de facto - complete tabulation","Final figure, complete","1993","1097426","3,4"
"China","1990","Total","Male","15 - 19","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","3314","3,4"
"China","1990","Total","Male","15 - 19","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","8966","3,4"
"China","1990","Total","Male","15 +","Total","Census - de facto - complete tabulation","Final figure, complete","1993","418956809","3,4"
"China","1990","Total","Male","15 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","121303468","3,4"
"China","1990","Total","Male","15 +","Married","Census - de facto - complete tabulation","Final figure, complete","1993","278265597","3,4"
"China","1990","Total","Male","15 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","15914739","3,4"
"China","1990","Total","Male","15 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","3473005","3,4"
"China","1990","Total","Male","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","1993","64233023","3,4"
"China","1990","Total","Male","20 - 24","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","40115955","3,4"
"China","1990","Total","Male","20 - 24","Married","Census - de facto - complete tabulation","Final figure, complete","1993","23931228","3,4"
"China","1990","Total","Male","20 - 24","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","42547","3,4"
"China","1990","Total","Male","20 - 24","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","143293","3,4"
"China","1990","Total","Male","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","1993","53512983","3,4"
"China","1990","Total","Male","25 - 29","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","8942780","3,4"
"China","1990","Total","Male","25 - 29","Married","Census - de facto - complete tabulation","Final figure, complete","1993","44112339","3,4"
"China","1990","Total","Male","25 - 29","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","116157","3,4"
"China","1990","Total","Male","25 - 29","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","341707","3,4"
"China","1990","Total","Male","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","1993","43706133","3,4"
"China","1990","Total","Male","30 - 34","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","3129715","3,4"
"China","1990","Total","Male","30 - 34","Married","Census - de facto - complete tabulation","Final figure, complete","1993","39956629","3,4"
"China","1990","Total","Male","30 - 34","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","204086","3,4"
"China","1990","Total","Male","30 - 34","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","415703","3,4"
"China","1990","Total","Male","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","1993","44568847","3,4"
"China","1990","Total","Male","35 - 39","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","2553270","3,4"
"China","1990","Total","Male","35 - 39","Married","Census - de facto - complete tabulation","Final figure, complete","1993","41152709","3,4"
"China","1990","Total","Male","35 - 39","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","396698","3,4"
"China","1990","Total","Male","35 - 39","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","466170","3,4"
"China","1990","Total","Male","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","1993","33335977","3,4"
"China","1990","Total","Male","40 - 44","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","1724268","3,4"
"China","1990","Total","Male","40 - 44","Married","Census - de facto - complete tabulation","Final figure, complete","1993","30645355","3,4"
"China","1990","Total","Male","40 - 44","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","553028","3,4"
"China","1990","Total","Male","40 - 44","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","413326","3,4"
"China","1990","Total","Male","45 - 49","Total","Census - de facto - complete tabulation","Final figure, complete","1993","25855900","3,4"
"China","1990","Total","Male","45 - 49","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","1311294","3,4"
"China","1990","Total","Male","45 - 49","Married","Census - de facto - complete tabulation","Final figure, complete","1993","23439006","3,4"
"China","1990","Total","Male","45 - 49","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","748894","3,4"
"China","1990","Total","Male","45 - 49","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","356706","3,4"
"China","1990","Total","Male","50 - 54","Total","Census - de facto - complete tabulation","Final figure, complete","1993","24110355","3,4"
"China","1990","Total","Male","50 - 54","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","1080840","3,4"
"China","1990","Total","Male","50 - 54","Married","Census - de facto - complete tabulation","Final figure, complete","1993","21472236","3,4"
"China","1990","Total","Male","50 - 54","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","1187937","3,4"
"China","1990","Total","Male","50 - 54","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","369342","3,4"
"China","1990","Total","Male","55 - 59","Total","Census - de facto - complete tabulation","Final figure, complete","1993","21839937","3,4"
"China","1990","Total","Male","55 - 59","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","772235","3,4"
"China","1990","Total","Male","55 - 59","Married","Census - de facto - complete tabulation","Final figure, complete","1993","18938954","3,4"
"China","1990","Total","Male","55 - 59","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","1773087","3,4"
"China","1990","Total","Male","55 - 59","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","355661","3,4"
"China","1990","Total","Male","60 +","Total","Census - de facto - complete tabulation","Final figure, complete","1993","46143065","3,4"
"China","1990","Total","Male","60 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","1132228","3,4"
"China","1990","Total","Male","60 +","Married","Census - de facto - complete tabulation","Final figure, complete","1993","33519715","3,4"
"China","1990","Total","Male","60 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","10888991","3,4"
"China","1990","Total","Male","60 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","602131","3,4"
"China","1990","Total","Male","Unknown","Total","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Total","Male","Unknown","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Total","Male","Unknown","Married","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Total","Male","Unknown","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Total","Male","Unknown","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Total","Female","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","1993","58507832","3,4"
"China","1990","Total","Female","15 - 19","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","55769892","3,4"
"China","1990","Total","Female","15 - 19","Married","Census - de facto - complete tabulation","Final figure, complete","1993","2706314","3,4"
"China","1990","Total","Female","15 - 19","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","3662","3,4"
"China","1990","Total","Female","15 - 19","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","27964","3,4"
"China","1990","Total","Female","15 +","Total","Census - de facto - complete tabulation","Final figure, complete","1993","398551975","3,4"
"China","1990","Total","Female","15 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","84101322","3,4"
"China","1990","Total","Female","15 +","Married","Census - de facto - complete tabulation","Final figure, complete","1993","279107465","3,4"
"China","1990","Total","Female","15 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","33978593","3,4"
"China","1990","Total","Female","15 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","1364595","3,4"
"China","1990","Total","Female","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","1993","61528151","3,4"
"China","1990","Total","Female","20 - 24","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","25443659","3,4"
"China","1990","Total","Female","20 - 24","Married","Census - de facto - complete tabulation","Final figure, complete","1993","35900242","3,4"
"China","1990","Total","Female","20 - 24","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","41148","3,4"
"China","1990","Total","Female","20 - 24","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","143102","3,4"
"China","1990","Total","Female","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","1993","50754542","3,4"
"China","1990","Total","Female","25 - 29","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","2179552","3,4"
"China","1990","Total","Female","25 - 29","Married","Census - de facto - complete tabulation","Final figure, complete","1993","48242817","3,4"
"China","1990","Total","Female","25 - 29","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","96433","3,4"
"China","1990","Total","Female","25 - 29","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","235740","3,4"
"China","1990","Total","Female","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","1993","40169574","3,4"
"China","1990","Total","Female","30 - 34","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","255512","3,4"
"China","1990","Total","Female","30 - 34","Married","Census - de facto - complete tabulation","Final figure, complete","1993","39543781","3,4"
"China","1990","Total","Female","30 - 34","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","158043","3,4"
"China","1990","Total","Female","30 - 34","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","212238","3,4"
"China","1990","Total","Female","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","1993","41782965","3,4"
"China","1990","Total","Female","35 - 39","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","127375","3,4"
"China","1990","Total","Female","35 - 39","Married","Census - de facto - complete tabulation","Final figure, complete","1993","41114558","3,4"
"China","1990","Total","Female","35 - 39","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","349720","3,4"
"China","1990","Total","Female","35 - 39","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","191312","3,4"
"China","1990","Total","Female","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","1993","30371687","3,4"
"China","1990","Total","Female","40 - 44","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","71729","3,4"
"China","1990","Total","Female","40 - 44","Married","Census - de facto - complete tabulation","Final figure, complete","1993","29524153","3,4"
"China","1990","Total","Female","40 - 44","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","646279","3,4"
"China","1990","Total","Female","40 - 44","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","129526","3,4"
